gps_x,gps_y,gt_x,gt_y,lon,lat
725.5830166,1187.132291,725.3546832,1187.131773,145.13483257890044,-37.90978091468443
727.7217225,1196.542365,725.3333424,1196.536946,145.13485903649152,-37.90969653185559
727.8760272,1205.946002,725.3025015,1205.939414,145.13486293015615,-37.90961184934137
727.6913585,1214.755338,725.28,1214.73,145.13486283452923,-37.90953245934277
726.5059775,1218.496322,724.747526,1217.445293,145.13485020794673,-37.909498545966585
725.9585812,1224.274734,727.1350569,1223.514927,145.1348452986645,-37.90944639391534
724.0085814,1224.370014,725.4163945,1221.713015,145.13482314913216,-37.909445184140516
699.4878782,1221.703883,699.4718489,1220.620052,145.134543745799,-37.909464781339466
689.2405191,1221.349407,689.231972,1220.771495,145.13442715418614,-37.90946612721436
676.7248935,1223.630426,676.6808189,1220.971257,145.1342853724523,-37.909443322828245
669.4719493,1223.153789,669.4377645,1221.091308,145.13420279911855,-37.9094463088063
661.5176567,1223.511634,661.479727,1221.223209,145.13411244146783,-37.90944165104562
647.6812683,1222.294521,647.666953,1221.448149,145.1339548468582,-37.90945012015541
635.7345897,1222.443792,635.7211671,1221.650196,145.13381904894257,-37.90944662111878
628.3073766,1223.781186,628.2734643,1221.776165,145.13373490711035,-37.909433234102764
621.6715909,1224.174766,621.6329214,1221.888481,145.13365954886856,-37.90942849187275
